ID,Name,Age,Photo,Nationality,Club,Club Logo,Position,Jersey Number,Height,Weight
167495,M. Neuer,32,https://cdn.sofifa.org/players/4/19/167495.png,Germany,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,GK,1,6'4,203lbs
138956,G. Chiellini,33,https://cdn.sofifa.org/players/4/19/138956.png,Italy,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,LCB,3,6'2,187lbs
198710,J. Rodríguez,26,https://cdn.sofifa.org/players/4/19/198710.png,Colombia,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,LAM,10,5'11,172lbs
189242,Coutinho,26,https://cdn.sofifa.org/players/4/19/189242.png,Brazil,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,LW,7,5'8,150lbs
178603,M. Hummels,29,https://cdn.sofifa.org/players/4/19/178603.png,Germany,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,LCB,5,6'3,203lbs
205600,S. Umtiti,24,https://cdn.sofifa.org/players/4/19/205600.png,France,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,CB,23,6'0,165lbs
189332,Jordi Alba,29,https://cdn.sofifa.org/players/4/19/189332.png,Spain,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,LB,18,5'7,150lbs
168651,I. Rakitić,30,https://cdn.sofifa.org/players/4/19/168651.png,Croatia,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,RCM,4,6'0,172lbs
152729,Piqué,31,https://cdn.sofifa.org/players/4/19/152729.png,Spain,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,RCB,3,6'4,187lbs
191043,Alex Sandro,27,https://cdn.sofifa.org/players/4/19/191043.png,Brazil,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,LB,12,5'11,176lbs
190483,Douglas Costa,27,https://cdn.sofifa.org/players/4/19/190483.png,Brazil,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,LM,11,5'8,154lbs
189596,T. Müller,28,https://cdn.sofifa.org/players/4/19/189596.png,Germany,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,CAM,13,6'1,165lbs
189509,Thiago,27,https://cdn.sofifa.org/players/4/19/189509.png,Spain,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,CM,19,5'9,154lbs
184344,L. Bonucci,31,https://cdn.sofifa.org/players/4/19/184344.png,Italy,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,RCB,19,6'3,187lbs
180206,M. Pjanić,28,https://cdn.sofifa.org/players/4/19/180206.png,Bosnia Herzegovina,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,CDM,5,5'10,159lbs
177509,M. Benatia,31,https://cdn.sofifa.org/players/4/19/177509.png,Morocco,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,CB,4,6'2,207lbs
212622,J. Kimmich,23,https://cdn.sofifa.org/players/4/19/212622.png,Germany,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,RCM,18,5'9,154lbs
208421,Saúl,23,https://cdn.sofifa.org/players/4/19/208421.png,Spain,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,RCM,6,6'0,170lbs
197445,D. Alaba,26,https://cdn.sofifa.org/players/4/19/197445.png,Austria,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,LB,8,5'11,168lbs
193747,Koke,26,https://cdn.sofifa.org/players/4/19/193747.png,Spain,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,LM,8,5'9,163lbs
186153,W. Szczęsny,28,https://cdn.sofifa.org/players/4/19/186153.png,Poland,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,GK,1,6'5,198lbs
183907,J. Boateng,29,https://cdn.sofifa.org/players/4/19/183907.png,Germany,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,RCB,17,6'4,198lbs
181872,A. Vidal,31,https://cdn.sofifa.org/players/4/19/181872.png,Chile,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,CAM,8,5'11,165lbs
179846,S. Khedira,31,https://cdn.sofifa.org/players/4/19/179846.png,Germany,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,RCM,6,6'2,198lbs
179844,Diego Costa,29,https://cdn.sofifa.org/players/4/19/179844.png,Spain,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,LS,19,6'2,190lbs
170890,B. Matuidi,31,https://cdn.sofifa.org/players/4/19/170890.png,France,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,LM,14,5'11,165lbs
164169,Filipe Luís,32,https://cdn.sofifa.org/players/4/19/164169.png,Brazil,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,LB,3,6'0,163lbs
216460,J. Giménez,23,https://cdn.sofifa.org/players/4/19/216460.png,Uruguay,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,RCB,24,6'1,176lbs
212190,N. Süle,22,https://cdn.sofifa.org/players/4/19/212190.png,Germany,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,CB,15,6'5,214lbs
198009,M. Perin,25,https://cdn.sofifa.org/players/4/19/198009.png,Italy,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,GK,22,6'2,170lbs
193082,J. Cuadrado,30,https://cdn.sofifa.org/players/4/19/193082.png,Colombia,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,RAM,11,5'10,159lbs
181783,M. Mandžukić,32,https://cdn.sofifa.org/players/4/19/181783.png,Croatia,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,ST,17,6'3,187lbs
137186,A. Barzagli,37,https://cdn.sofifa.org/players/4/19/137186.png,Italy,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,CB,15,6'2,192lbs
9014,A. Robben,34,https://cdn.sofifa.org/players/4/19/9014.png,Netherlands,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,RM,10,5'11,176lbs
231443,O. Dembélé,21,https://cdn.sofifa.org/players/4/19/231443.png,France,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,RW,11,5'10,148lbs
219683,C. Tolisso,23,https://cdn.sofifa.org/players/4/19/219683.png,France,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,CM,24,5'11,179lbs
213565,T. Lemar,22,https://cdn.sofifa.org/players/4/19/213565.png,France,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,LM,8,5'7,137lbs
213345,K. Coman,22,https://cdn.sofifa.org/players/4/19/213345.png,France,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,LM,29,5'10,157lbs
209658,L. Goretzka,23,https://cdn.sofifa.org/players/4/19/209658.png,Germany,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,CM,14,6'2,174lbs
206113,S. Gnabry,22,https://cdn.sofifa.org/players/4/19/206113.png,Germany,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,ST,6,5'9,165lbs
204639,S. Savić,27,https://cdn.sofifa.org/players/4/19/204639.png,Montenegro,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,CB,15,6'2,174lbs
199564,Sergi Roberto,26,https://cdn.sofifa.org/players/4/19/199564.png,Spain,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,RB,20,5'10,150lbs
178086,Adán,31,https://cdn.sofifa.org/players/4/19/178086.png,Spain,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,GK,1,6'3,203lbs
177610,Javi Martínez,29,https://cdn.sofifa.org/players/4/19/177610.png,Spain,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,CDM,8,6'4,190lbs
156616,F. Ribéry,35,https://cdn.sofifa.org/players/4/19/156616.png,France,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,LM,7,5'7,159lbs
231866,Rodri,22,https://cdn.sofifa.org/players/4/19/231866.png,Spain,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,CM,16,6'3,181lbs
230658,Arthur,21,https://cdn.sofifa.org/players/4/19/230658.png,Brazil,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,LCM,8,5'7,161lbs
227055,Gelson Martins,23,https://cdn.sofifa.org/players/4/19/227055.png,Portugal,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,RM,18,5'8,159lbs
222737,Malcom,21,https://cdn.sofifa.org/players/4/19/222737.png,Brazil,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,RW,14,5'8,163lbs
220814,L. Hernández,22,https://cdn.sofifa.org/players/4/19/220814.png,France,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,LB,21,6'0,168lbs
220440,C. Lenglet,23,https://cdn.sofifa.org/players/4/19/220440.png,France,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,LCB,15,6'1,179lbs
212404,F. Bernardeschi,24,https://cdn.sofifa.org/players/4/19/212404.png,Italy,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,RM,20,6'1,170lbs
211320,D. Rugani,23,https://cdn.sofifa.org/players/4/19/211320.png,Italy,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,CB,15,6'3,185lbs
210514,João Cancelo,24,https://cdn.sofifa.org/players/4/19/210514.png,Portugal,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,RB,2,6'0,163lbs
209989,T. Partey,25,https://cdn.sofifa.org/players/4/19/209989.png,Ghana,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,CDM,5,6'1,170lbs
201400,Rafinha,25,https://cdn.sofifa.org/players/4/19/201400.png,Brazil,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,CAM,12,5'9,157lbs
199987,J. Cillessen,29,https://cdn.sofifa.org/players/4/19/199987.png,Netherlands,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,GK,1,6'1,183lbs
227928,Nélson Semedo,24,https://cdn.sofifa.org/players/4/19/227928.png,Portugal,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,RB,2,5'10,148lbs
214997,A. Correa,23,https://cdn.sofifa.org/players/4/19/214997.png,Argentina,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,RM,11,5'7,150lbs
199715,Vitolo,28,https://cdn.sofifa.org/players/4/19/199715.png,Spain,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,LM,23,6'1,174lbs
208333,E. Can,24,https://cdn.sofifa.org/players/4/19/208333.png,Germany,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,CM,23,6'0,181lbs
186569,S. Ulreich,29,https://cdn.sofifa.org/players/4/19/186569.png,Germany,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,GK,26,6'4,185lbs
146760,Juanfran,33,https://cdn.sofifa.org/players/4/19/146760.png,Spain,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,RB,20,5'11,157lbs
205192,Denis Suárez,24,https://cdn.sofifa.org/players/4/19/205192.png,Spain,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,CM,6,5'9,152lbs
185431,N. Kalinić,30,https://cdn.sofifa.org/players/4/19/185431.png,Croatia,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,ST,9,6'2,176lbs
206058,M. De Sciglio,25,https://cdn.sofifa.org/players/4/19/206058.png,Italy,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,RB,2,6'0,172lbs
204259,S. Arias,26,https://cdn.sofifa.org/players/4/19/204259.png,Colombia,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,RB,4,5'10,159lbs
220253,Munir,22,https://cdn.sofifa.org/players/4/19/220253.png,Spain,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,ST,19,5'9,152lbs
157304,T. Vermaelen,32,https://cdn.sofifa.org/players/4/19/157304.png,Belgium,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,CB,3,6'0,176lbs
202884,L. Spinazzola,25,https://cdn.sofifa.org/players/4/19/202884.png,Italy,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,LM,37,6'1,165lbs
227535,R. Bentancur,21,https://cdn.sofifa.org/players/4/19/227535.png,Uruguay,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,RCM,6,6'2,159lbs
168607,Rafinha,32,https://cdn.sofifa.org/players/4/19/168607.png,Brazil,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,RB,13,5'8,150lbs
230767,Renato Sanches,20,https://cdn.sofifa.org/players/4/19/230767.png,Portugal,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,CM,8,5'9,154lbs
208088,Sergi Samper,23,https://cdn.sofifa.org/players/4/19/208088.png,Spain,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,CDM,16,6'0,161lbs
236610,M. Kean,18,https://cdn.sofifa.org/players/4/19/236610.png,Italy,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,ST,18,6'0,174lbs
233113,Aleñá,20,https://cdn.sofifa.org/players/4/19/233113.png,Spain,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,CM,21,5'11,161lbs
189342,C. Pinsoglio,28,https://cdn.sofifa.org/players/4/19/189342.png,Italy,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,GK,21,6'4,187lbs
237156,M. Wagué,19,https://cdn.sofifa.org/players/4/19/237156.png,Senegal,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,RB,37,5'10,154lbs
242816,Riqui Puig,18,https://cdn.sofifa.org/players/4/19/242816.png,Spain,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,CM,28,5'7,123lbs
239249,Oriol Busquets,19,https://cdn.sofifa.org/players/4/19/239249.png,Spain,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,CDM,35,6'1,170lbs
239250,Abel Ruiz,18,https://cdn.sofifa.org/players/4/19/239250.png,Spain,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,ST,29,6'0,161lbs
240915,Miranda,18,https://cdn.sofifa.org/players/4/19/240915.png,Spain,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,LB,27,6'1,168lbs
229865,Óscar Pinchi,22,https://cdn.sofifa.org/players/4/19/229865.png,Spain,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,LM,46,5'8,137lbs
235266,C. Früchtl,18,https://cdn.sofifa.org/players/4/19/235266.png,Germany,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,GK,36,6'4,157lbs
241810,Chumi,19,https://cdn.sofifa.org/players/4/19/241810.png,Spain,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,CB,36,6'1,172lbs
237522,Jorge Cuenca,18,https://cdn.sofifa.org/players/4/19/237522.png,Spain,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,CB,33,6'2,168lbs
246599,Guillem Jaime,19,https://cdn.sofifa.org/players/4/19/246599.png,Spain,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,RW,38,5'10,154lbs
243275,L. Mai,18,https://cdn.sofifa.org/players/4/19/243275.png,Germany,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,CB,15,6'3,194lbs
243652,Borja Garcés,18,https://cdn.sofifa.org/players/4/19/243652.png,Spain,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,ST,32,5'10,157lbs
244938,Montero,19,https://cdn.sofifa.org/players/4/19/244938.png,Spain,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,CB,35,5'11,165lbs
246276,Joaquín,19,https://cdn.sofifa.org/players/4/19/246276.png,Spain,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,LM,47,5'8,150lbs
244024,O. Batista Meier,17,https://cdn.sofifa.org/players/4/19/244024.png,Germany,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,LM,41,5'10,132lbs
238446,Tachi,20,https://cdn.sofifa.org/players/4/19/238446.png,Spain,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,CB,36,6'0,165lbs
225395,Ezkieta,21,https://cdn.sofifa.org/players/4/19/225395.png,Spain,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,GK,31,6'4,172lbs
243080,Carlos Isaac,20,https://cdn.sofifa.org/players/4/19/243080.png,Spain,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,RB,38,6'0,163lbs
243357,F. Evina,17,https://cdn.sofifa.org/players/4/19/243357.png,Germany,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,LM,43,5'10,161lbs
241588,Toni Moya,20,https://cdn.sofifa.org/players/4/19/241588.png,Spain,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,CM,43,5'11,165lbs
242980,M. Shabani,19,https://cdn.sofifa.org/players/4/19/242980.png,Germany,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,CAM,16,6'1,159lbs
246061,A. Solano,20,https://cdn.sofifa.org/players/4/19/246061.png,Colombia,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,RB,33,5'9,154lbs
245491,P. Beruatto,19,https://cdn.sofifa.org/players/4/19/245491.png,Italy,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,LB,31,6'0,172lbs
243308,Álex Dos Santos,19,https://cdn.sofifa.org/players/4/19/243308.png,Brazil,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,GK,37,6'1,172lbs
245100,M. Awoudja,20,https://cdn.sofifa.org/players/4/19/245100.png,Germany,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,CB,45,6'2,190lbs
246127,P. Will,19,https://cdn.sofifa.org/players/4/19/246127.png,Germany,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,CM,28,6'1,170lbs
246139,Iñaki Peña,19,https://cdn.sofifa.org/players/4/19/246139.png,Spain,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,GK,30,6'0,172lbs
236940,Darío Poveda,21,https://cdn.sofifa.org/players/4/19/236940.png,Spain,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,ST,26,6'1,165lbs
245986,Cristian Rodríguez,22,https://cdn.sofifa.org/players/4/19/245986.png,Spain,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,CAM,28,5'11,154lbs
243514,J. Meier,18,https://cdn.sofifa.org/players/4/19/243514.png,Germany,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,LB,23,5'10,172lbs
240559,Obama,18,https://cdn.sofifa.org/players/4/19/240559.png,Spain,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,ST,27,5'7,154lbs
245999,Mollejo,17,https://cdn.sofifa.org/players/4/19/245999.png,Spain,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,RW,40,5'9,141lbs
241859,R. Hoffmann,19,https://cdn.sofifa.org/players/4/19/241859.png,Germany,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,GK,39,6'4,185lbs
177003,L. Modrić,32,https://cdn.sofifa.org/players/4/19/177003.png,Croatia,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,RCM,10,5'8,146lbs
155862,Sergio Ramos,32,https://cdn.sofifa.org/players/4/19/155862.png,Spain,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,RCB,15,6'0,181lbs
182521,T. Kroos,28,https://cdn.sofifa.org/players/4/19/182521.png,Germany,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,LCM,8,6'0,168lbs
192119,T. Courtois,26,https://cdn.sofifa.org/players/4/19/192119.png,Belgium,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,GK,1,6'6,212lbs
200145,Casemiro,26,https://cdn.sofifa.org/players/4/19/200145.png,Brazil,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,CDM,14,6'1,185lbs
197781,Isco,26,https://cdn.sofifa.org/players/4/19/197781.png,Spain,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,LW,22,5'9,174lbs
176676,Marcelo,30,https://cdn.sofifa.org/players/4/19/176676.png,Brazil,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,LB,12,5'9,176lbs
173731,G. Bale,28,https://cdn.sofifa.org/players/4/19/173731.png,Wales,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,ST,11,6'1,181lbs
193041,K. Navas,31,https://cdn.sofifa.org/players/4/19/193041.png,Costa Rica,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,GK,1,6'1,176lbs
201535,R. Varane,25,https://cdn.sofifa.org/players/4/19/201535.png,France,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,RCB,4,6'3,179lbs
220834,Marco Asensio,22,https://cdn.sofifa.org/players/4/19/220834.png,Spain,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,RW,10,6'0,168lbs
165153,K. Benzema,30,https://cdn.sofifa.org/players/4/19/165153.png,France,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,ST,9,6'1,179lbs
204963,Carvajal,26,https://cdn.sofifa.org/players/4/19/204963.png,Spain,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,RB,2,5'8,161lbs
208618,Lucas Vázquez,27,https://cdn.sofifa.org/players/4/19/208618.png,Spain,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,RW,17,5'8,154lbs
200724,Nacho Fernández,28,https://cdn.sofifa.org/players/4/19/200724.png,Spain,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,CB,12,5'11,168lbs
222509,Dani Ceballos,21,https://cdn.sofifa.org/players/4/19/222509.png,Spain,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,LCM,21,5'10,154lbs
234035,Odriozola,22,https://cdn.sofifa.org/players/4/19/234035.png,Spain,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,RB,19,5'9,146lbs
192985,K. De Bruyne,27,https://cdn.sofifa.org/players/4/19/192985.png,Belgium,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,RCM,7,5'11,154lbs
168542,David Silva,32,https://cdn.sofifa.org/players/4/19/168542.png,Spain,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,LCM,21,5'8,148lbs
153079,S. Agüero,30,https://cdn.sofifa.org/players/4/19/153079.png,Argentina,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,ST,10,5'8,154lbs
222492,L. Sané,22,https://cdn.sofifa.org/players/4/19/222492.png,Germany,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,LW,19,6'0,165lbs
218667,Bernardo Silva,23,https://cdn.sofifa.org/players/4/19/218667.png,Portugal,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,RW,11,5'8,141lbs
210257,Ederson,24,https://cdn.sofifa.org/players/4/19/210257.png,Brazil,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,GK,31,6'2,190lbs
202652,R. Sterling,23,https://cdn.sofifa.org/players/4/19/202652.png,England,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,RW,10,5'7,152lbs
135507,Fernandinho,33,https://cdn.sofifa.org/players/4/19/135507.png,Brazil,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,CDM,25,5'10,148lbs
